yearstate,electionyear,stateabbriviation,statename,percentcitizenwhite,percentcitizenblack,percentcitizenasian,percentcitizenhispanic,totalvotingagepopulation,totalvotingagecitizen,totalpercentcitizen,totalregisteredvoters,totalpercentregisteredcitizens,totaltotalvotes,totalpercentvotedcitizen,malevotingagepopulation,malevotingagecitizen,malepercentcitizen,maleregisteredvoters,malepercentregisteredcitizens,maletotalvotes,malepercentvotedcitizen,femalevotingagepopulation,femalevotingagecitizen,femalepercentcitizen,femaleregisteredvoters,femalepercentregisteredcitizens,femaletotalvotes,femalepercentvotedcitizen,whitenonhispanicvotingagepopulation,whitenonhispanicvotingagecitizen,whitenonhispanicpercentcitizen,whitenonhispanicregisteredvoters,whitenonhispanicpercentregisteredcitizens,whitenonhispanictotalvotes,whitenonhispanicpercentvotedcitizen,blackvotingagepopulation,blackvotingagecitizen,blackpercentcitizen,blackregisteredvoters,blackpercentregisteredcitizens,blacktotalvotes,blackpercentvotedcitizen,asianpacificislandervotingagepopulation,asianpacificislandervotingagecitizen,asianpacificislanderpercentcitizen,asianpacificislanderregisteredvoters,asianpacificislanderpercentregisteredcitizens,asianpacificislandertotalvotes,asianpacificislanderpercentvotedcitizen,hispanicvotingagepopulation,hispanicvotingagecitizen,hispanicpercentcitizen,hispanicregisteredvoters,hispanicpercentregisteredcitizens,hispanictotalvotes,hispanicpercentvotedcitizen
2008-USA,2008,USA,UNITED STATES,0.734311309,0.120977134,0.034255018,0.09480667,225499,206072,0.913848842,146311,0.709999418,131144,0.636398929,108974,98818,0.906803458,68242,0.690582687,60729,0.614554029,116525,107255,0.920446256,78069,0.72788215,70415,0.65651951,154472,151321,0.979601481,111215,0.734960779,100042,0.661124365,26528,24930,0.939761761,17375,0.696951464,16133,0.64713197,10455,7059,0.67517934,3901,0.552627851,3357,0.475563111,30852,19537,0.63324906,11608,0.594154681,9745,0.498797154
2008-AL,2008,AL,ALABAMA,0.725616921,0.257050529,0.002350176,0.002056404,3497,3404,0.973405776,2438,0.716216216,2126,0.624559342,1654,1593,0.96311971,1092,0.685499058,927,0.581920904,1843,1811,0.982637005,1346,0.743235781,1199,0.662065157,2474,2470,0.998383185,1791,0.725101215,1543,0.624696356,875,875,1,611,0.698285714,547,0.625142857,32,8,0.25,0,0,0,0,71,7,0.098591549,4,0.571428571,4,0.571428571
2008-AK,2008,AK,ALASKA,0.735042735,0.032051282,0.036324786,0.027777778,488,468,0.959016393,345,0.737179487,304,0.64957265,246,241,0.979674797,171,0.709543568,152,0.630705394,242,228,0.94214876,174,0.763157895,152,0.666666667,351,344,0.98005698,271,0.787790698,245,0.712209302,17,15,0.882352941,10,0.666666667,7,0.466666667,23,17,0.739130435,9,0.529411765,7,0.411764706,15,13,0.866666667,9,0.692307692,8,0.615384615
2008-AZ,2008,AZ,ARIZONA,0.699448309,0.043655553,0.019189254,0.190933077,4688,4169,0.889291809,2874,0.689373951,2497,0.598944591,2326,2067,0.888650043,1382,0.668601838,1191,0.576197388,2362,2102,0.889923793,1492,0.70980019,1306,0.621313035,2970,2916,0.981818182,2150,0.737311385,1952,0.669410151,185,182,0.983783784,121,0.664835165,95,0.521978022,105,80,0.761904762,52,0.65,48,0.6,1227,796,0.648736756,410,0.515075377,291,0.365577889
2008-AR,2008,AR,ARKANSAS,0.816748768,0.148275862,0.002955665,0.009852217,2108,2030,0.962998102,1317,0.648768473,1092,0.537931034,1002,952,0.9500998,584,0.613445378,477,0.50105042,1106,1078,0.974683544,734,0.680890538,615,0.570500928,1658,1658,1,1117,0.673703257,928,0.559710495,308,301,0.977272727,160,0.531561462,133,0.441860465,23,6,0.260869565,0,0,0,0,74,20,0.27027027,8,0.4,3,0.15
2008-CA,2008,CA,CALIFORNIA,0.552255226,0.075449212,0.117436744,0.238036304,26993,21816,0.808209536,14885,0.682297396,13828,0.633846718,13259,10554,0.795987631,6948,0.658328596,6429,0.609152928,13734,11262,0.820008737,7937,0.704759368,7398,0.656899307,12581,12048,0.957634528,8783,0.729000664,8255,0.685175963,1682,1646,0.978596908,1105,0.671324423,1073,0.651883354,3473,2562,0.737690757,1522,0.594067135,1343,0.524199844,8859,5193,0.586183542,3263,0.62834585,2961,0.570190641
2008-CO,2008,CO,COLORADO,0.809425015,0.040901008,0.020746888,0.112625963,3694,3374,0.913373037,2437,0.722288085,2308,0.684054535,1840,1665,0.904891304,1190,0.714714715,1123,0.674474474,1854,1710,0.922330097,1247,0.729239766,1185,0.692982456,2771,2731,0.985564778,2049,0.750274625,1954,0.715488832,150,138,0.92,85,0.615942029,81,0.586956522,131,70,0.534351145,48,0.685714286,48,0.685714286,590,380,0.644067797,225,0.592105263,195,0.513157895
2008-CT,2008,CT,CONNECTICUT,0.803839733,0.093489149,0.025459098,0.079716194,2651,2396,0.903809883,1761,0.734974958,1610,0.671953255,1270,1146,0.902362205,830,0.72425829,760,0.663176265,1381,1250,0.905141202,931,0.7448,851,0.6808,2013,1926,0.956780924,1492,0.774662513,1379,0.715991693,251,224,0.892430279,133,0.59375,121,0.540178571,136,61,0.448529412,31,0.508196721,21,0.344262295,253,191,0.754940711,104,0.544502618,89,0.465968586
2008-DE,2008,DE,DELAWARE,0.752475248,0.198019802,0.01320132,0.031353135,648,606,0.935185185,447,0.737623762,408,0.673267327,308,283,0.918831169,204,0.720848057,184,0.650176678,339,323,0.95280236,243,0.752321981,224,0.693498452,460,456,0.991304348,348,0.763157895,318,0.697368421,125,120,0.96,83,0.691666667,78,0.65,22,8,0.363636364,4,0.5,3,0.375,38,19,0.5,9,0.473684211,7,0.368421053
2008-DC,2008,DC,DISTRICT OF COLUMBIA,0.365617433,0.559322034,0.021791768,0.043583535,469,413,0.880597015,324,0.784503632,306,0.740920097,216,186,0.861111111,140,0.752688172,132,0.709677419,254,228,0.897637795,183,0.802631579,174,0.763157895,161,151,0.937888199,130,0.860927152,121,0.801324503,242,231,0.954545455,173,0.748917749,165,0.714285714,15,9,0.6,6,0.666666667,5,0.555555556,50,18,0.36,11,0.611111111,11,0.611111111
2008-FL,2008,FL,FLORIDA,0.693628631,0.135211042,0.012598299,0.159524956,14069,12462,0.885777241,8774,0.704060343,7951,0.63801958,6774,5928,0.875110717,4049,0.68302969,3677,0.620276653,7294,6534,0.895804771,4725,0.723140496,4274,0.654116927,8980,8644,0.962583519,6213,0.718764461,5635,0.65189727,1968,1685,0.856199187,1069,0.634421365,985,0.584569733,267,157,0.588014981,96,0.611464968,84,0.535031847,2909,1988,0.683396356,1380,0.69416499,1227,0.617203219
2008-GA,2008,GA,GEORGIA,0.642056792,0.295932464,0.023791251,0.035917114,7018,6515,0.928327159,4624,0.709746738,4183,0.642056792,3323,3038,0.914234126,2105,0.692890059,1883,0.619815668,3695,3477,0.941001353,2519,0.724475122,2300,0.66148979,4235,4183,0.98772137,2983,0.713124552,2683,0.64140569,2014,1928,0.957298908,1414,0.73340249,1309,0.678941909,229,155,0.676855895,60,0.387096774,53,0.341935484,541,234,0.432532348,150,0.641025641,128,0.547008547
2008-HI,2008,HI,HAWAII,0.233295583,0.018120045,0.406568516,0.050962627,977,883,0.903787103,522,0.591166478,457,0.517553794,478,433,0.905857741,250,0.577367206,223,0.515011547,499,450,0.901803607,272,0.604444444,235,0.522222222,215,206,0.958139535,141,0.684466019,130,0.631067961,18,16,0.888888889,2,0.125,2,0.125,403,359,0.890818859,220,0.61281337,199,0.554317549,49,45,0.918367347,17,0.377777778,15,0.333333333
2008-ID,2008,ID,IDAHO,0.875119161,0.010486177,0.013346044,0.081982841,1095,1049,0.957990868,723,0.689227836,644,0.613918017,538,516,0.959107807,352,0.682170543,313,0.606589147,556,533,0.958633094,371,0.696060038,331,0.621013133,925,918,0.992432432,662,0.721132898,592,0.644880174,11,11,1,8,0.727272727,8,0.727272727,17,14,0.823529412,7,0.5,6,0.428571429,122,86,0.704918033,37,0.430232558,30,0.348837209
2008-IL,2008,IL,ILLINOIS,0.745075452,0.145144569,0.024536344,0.077295242,9521,8681,0.911773973,6151,0.708558922,5436,0.626195139,4623,4204,0.909366212,2900,0.68981922,2521,0.599666984,4897,4477,0.914233204,3252,0.726379272,2914,0.650882287,6700,6468,0.965373134,4783,0.739486704,4214,0.651515152,1298,1260,0.970724191,826,0.655555556,784,0.622222222,360,213,0.591666667,109,0.511737089,78,0.366197183,1081,671,0.620721554,385,0.573770492,314,0.467958271
2008-IN,2008,IN,INDIANA,0.891494958,0.078912758,0.002849627,0.022358615,4686,4562,0.973538199,3105,0.680622534,2758,0.604559404,2280,2207,0.967982456,1465,0.66379701,1290,0.584503851,2406,2354,0.978387365,1640,0.696686491,1468,0.623619371,4080,4067,0.996813725,2811,0.691172855,2485,0.611015491,370,360,0.972972973,228,0.633333333,219,0.608333333,19,13,0.684210526,3,0.230769231,3,0.230769231,196,102,0.520408163,45,0.441176471,36,0.352941176
2008-IA,2008,IA,IOWA,0.925128685,0.031820309,0.014974263,0.014506317,2244,2137,0.952317291,1630,0.762751521,1501,0.702386523,1097,1040,0.948040109,765,0.735576923,699,0.672115385,1147,1096,0.955536181,865,0.789233577,801,0.730839416,1986,1977,0.995468278,1532,0.774911482,1405,0.710672736,71,68,0.957746479,42,0.617647059,42,0.617647059,58,32,0.551724138,11,0.34375,11,0.34375,101,31,0.306930693,21,0.677419355,20,0.64516129
2008-KS,2008,KS,KANSAS,0.846832814,0.059190031,0.0192108,0.039460021,2037,1926,0.9455081,1343,0.697300104,1219,0.632917965,992,939,0.946572581,617,0.657082002,552,0.587859425,1045,987,0.944497608,726,0.73556231,667,0.675785208,1641,1631,0.993906155,1174,0.719803801,1069,0.655426119,120,114,0.95,68,0.596491228,62,0.543859649,70,37,0.528571429,19,0.513513514,19,0.513513514,136,76,0.558823529,43,0.565789474,39,0.513157895
2008-KY,2008,KY,KENTUCKY,0.913380737,0.06302521,0.003555268,0.005494505,3179,3094,0.973262032,2259,0.730122818,1952,0.630898513,1525,1474,0.966557377,1044,0.708276798,892,0.605156038,1653,1620,0.980036298,1215,0.75,1060,0.654320988,2837,2826,0.996122665,2064,0.730360934,1785,0.63163482,211,195,0.924170616,136,0.697435897,128,0.656410256,33,11,0.333333333,2,0.181818182,0,0,52,17,0.326923077,13,0.764705882,13,0.764705882
2008-LA,2008,LA,LOUISIANA,0.659031414,0.308573298,0.004253927,0.018979058,3161,3056,0.966782664,2393,0.783049738,2149,0.703206806,1478,1427,0.965493911,1101,0.771548704,984,0.689558514,1683,1628,0.967320261,1292,0.793611794,1165,0.715601966,2023,2014,0.995551162,1612,0.800397219,1458,0.723932473,943,943,1,712,0.755037116,625,0.662778367,67,13,0.194029851,6,0.461538462,6,0.461538462,100,58,0.58,39,0.672413793,32,0.551724138
2008-ME,2008,ME,MAINE,0.954228856,0.006965174,0.000995025,0.014925373,1020,1005,0.985294118,801,0.797014925,716,0.712437811,492,484,0.983739837,380,0.785123967,336,0.694214876,529,521,0.984877127,421,0.80806142,380,0.729366603,967,959,0.991726991,770,0.802919708,691,0.720542231,10,7,0.7,5,0.714285714,4,0.571428571,4,1,0.25,1,1,1,1,17,15,0.882352941,9,0.6,8,0.533333333
2008-MD,2008,MD,MARYLAND,0.64042887,0.277719665,0.035041841,0.03791841,4218,3824,0.906590801,2828,0.739539749,2611,0.682792887,1984,1783,0.898689516,1254,0.70330903,1153,0.646662928,2234,2041,0.913607878,1574,0.771190593,1458,0.714355708,2521,2449,0.971439905,1793,0.732135566,1644,0.671294406,1177,1062,0.902293968,831,0.782485876,788,0.741996234,220,134,0.609090909,80,0.597014925,62,0.462686567,269,145,0.539033457,93,0.64137931,91,0.627586207
2008-MA,2008,MA,MASSACHUSETTS,0.853077432,0.051842047,0.047209354,0.04257666,4962,4533,0.913542926,3293,0.726450474,3044,0.671519965,2385,2168,0.909014675,1583,0.730166052,1458,0.672509225,2576,2365,0.918090062,1710,0.723044397,1586,0.670613108,4021,3867,0.961701069,2928,0.757176106,2715,0.702094647,310,235,0.758064516,145,0.617021277,145,0.617021277,324,214,0.660493827,82,0.38317757,76,0.355140187,286,193,0.674825175,103,0.533678756,77,0.398963731
2008-MI,2008,MI,MICHIGAN,0.818561873,0.133221851,0.012681159,0.02048495,7487,7176,0.958461333,5531,0.770763657,4865,0.677954292,3609,3474,0.962593516,2590,0.745538284,2249,0.647380541,3877,3702,0.954862007,2940,0.794165316,2616,0.706645057,6005,5874,0.978184846,4557,0.775791624,3995,0.680115764,968,956,0.987603306,738,0.771966527,679,0.710251046,206,91,0.441747573,74,0.813186813,53,0.582417582,198,147,0.742424242,85,0.578231293,70,0.476190476
2008-MN,2008,MN,MINNESOTA,0.90891789,0.032354541,0.026644916,0.018488309,3898,3678,0.9435608,2931,0.796900489,2759,0.750135943,1927,1810,0.939283861,1394,0.770165746,1295,0.715469613,1972,1868,0.947261663,1537,0.822805139,1464,0.78372591,3387,3343,0.987009153,2707,0.80975172,2558,0.765180975,181,119,0.657458564,87,0.731092437,82,0.68907563,162,98,0.604938272,62,0.632653061,56,0.571428571,128,68,0.53125,39,0.573529412,35,0.514705882
2008-MS,2008,MS,MISSISSIPPI,0.63372093,0.347868217,0.001453488,0.007267442,2109,2064,0.978662873,1589,0.769864341,1439,0.697189922,1000,969,0.969,741,0.764705882,648,0.66873065,1108,1094,0.987364621,848,0.775137112,790,0.722120658,1313,1308,0.996191927,980,0.749235474,895,0.684250765,718,718,1,588,0.818941504,524,0.729805014,3,3,1,0,0,0,0,54,15,0.277777778,10,0.666666667,10,0.666666667
2008-MO,2008,MO,MISSOURI,0.860379103,0.104946833,0.006010171,0.011558021,4430,4326,0.976523702,3224,0.745261211,2846,0.657882571,2120,2063,0.973113208,1510,0.731943771,1318,0.638875424,2309,2263,0.980077956,1714,0.757401679,1528,0.675209898,3745,3722,0.993858478,2779,0.746641591,2432,0.653412144,457,454,0.993435449,352,0.775330396,336,0.740088106,57,26,0.456140351,16,0.615384615,14,0.538461538,98,50,0.510204082,25,0.5,20,0.4
2008-MT,2008,MT,MONTANA,0.918508287,0.002762431,0.006906077,0.01519337,731,724,0.990424077,516,0.712707182,473,0.653314917,358,355,0.991620112,247,0.695774648,227,0.63943662,373,368,0.986595174,269,0.730978261,246,0.668478261,668,665,0.995508982,479,0.720300752,440,0.661654135,2,2,1,2,1,2,1,5,5,1,4,0.8,4,0.8,15,11,0.733333333,9,0.818181818,8,0.727272727
2008-NE,2008,NE,NEBRASKA,0.900239425,0.02952913,0.013567438,0.037509976,1308,1253,0.95795107,939,0.749401437,844,0.6735834,640,611,0.9546875,443,0.725040917,391,0.639934534,669,642,0.959641256,495,0.771028037,453,0.705607477,1139,1128,0.990342406,864,0.765957447,781,0.692375887,42,37,0.880952381,25,0.675675676,24,0.648648649,25,17,0.68,8,0.470588235,8,0.470588235,76,47,0.618421053,28,0.595744681,24,0.510638298
2008-NV,2008,NV,NEVADA,0.696616103,0.079929988,0.068261377,0.13302217,1946,1714,0.880781089,1147,0.669194866,1027,0.599183197,982,863,0.878818737,581,0.673232908,519,0.601390498,964,851,0.882780083,567,0.666274971,509,0.598119859,1212,1194,0.985148515,830,0.695142379,746,0.62479062,148,137,0.925675676,114,0.832116788,105,0.766423358,156,117,0.75,45,0.384615385,35,0.299145299,392,228,0.581632653,131,0.574561404,119,0.521929825
2008-NH,2008,NH,NEW HAMPSHIRE,0.950704225,0.00804829,0.012072435,0.014084507,1015,994,0.979310345,756,0.76056338,708,0.712273642,493,485,0.983772819,360,0.742268041,337,0.694845361,522,509,0.975095785,396,0.777996071,371,0.728880157,957,945,0.987460815,727,0.769312169,683,0.722751323,9,8,0.888888889,4,0.5,4,0.5,17,12,0.705882353,5,0.416666667,5,0.416666667,18,14,0.777777778,11,0.785714286,8,0.571428571
2008-NJ,2008,NJ,NEW JERSEY,0.681409692,0.135506608,0.065198238,0.116475771,6489,5675,0.874556943,4022,0.708722467,3637,0.640881057,3124,2742,0.877720871,1913,0.697665937,1708,0.622902991,3365,2933,0.871619614,2109,0.719058984,1929,0.657688374,4054,3867,0.953872718,2863,0.74036721,2593,0.670545643,846,769,0.908983452,513,0.66710013,475,0.617685306,567,370,0.652557319,238,0.643243243,215,0.581081081,1006,661,0.657057654,388,0.58698941,337,0.509833585
2008-NM,2008,NM,NEW MEXICO,0.483727811,0.022928994,0.014053254,0.398668639,1473,1352,0.917854718,937,0.693047337,846,0.625739645,720,653,0.906944444,445,0.681470138,395,0.604900459,753,699,0.928286853,491,0.702432046,451,0.645207439,666,654,0.981981982,496,0.758409786,468,0.71559633,32,31,0.96875,22,0.709677419,20,0.64516129,29,19,0.655172414,16,0.842105263,14,0.736842105,640,539,0.8421875,346,0.641929499,289,0.536178108
2008-NY,2008,NY,NEW YORK,0.689314344,0.152307573,0.057825512,0.104910888,14665,12849,0.876167746,8458,0.658261343,7559,0.588294809,6999,6044,0.863551936,3912,0.647253475,3471,0.574288551,7666,6805,0.887685886,4546,0.668038207,4089,0.600881705,9259,8857,0.956582784,6211,0.701253246,5519,0.623122954,2350,1957,0.832765957,1143,0.58405723,1075,0.549310169,1120,743,0.663392857,289,0.388963661,248,0.333781965,2042,1348,0.66013712,836,0.620178042,743,0.551186944
2008-NC,2008,NC,NORTH CAROLINA,0.739694303,0.207657866,0.012351397,0.018218311,6845,6477,0.94623813,4902,0.756831867,4370,0.674695075,3249,3052,0.939365959,2231,0.730996068,2006,0.657273919,3595,3425,0.9527121,2671,0.779854015,2364,0.690218978,4811,4791,0.99584286,3715,0.775412231,3270,0.682529743,1368,1345,0.983187135,971,0.721933086,919,0.683271375,151,80,0.529801325,53,0.6625,43,0.5375,374,118,0.315508021,83,0.703389831,77,0.652542373
2008-ND,2008,ND,NORTH DAKOTA,0.894957983,0.004201681,0.004201681,0.010504202,484,476,0.983471074,399,0.838235294,321,0.674369748,238,232,0.974789916,189,0.814655172,147,0.63362069,246,244,0.991869919,209,0.856557377,174,0.713114754,428,426,0.995327103,358,0.840375587,288,0.676056338,5,2,0.4,2,1,1,0.5,4,2,0.5,2,1,1,0.5,6,5,0.833333333,3,0.6,1,0.2
2008-OH,2008,OH,OHIO,0.849647424,0.107087367,0.012907852,0.016971435,8499,8367,0.984468761,6108,0.730010757,5483,0.655312537,4068,3992,0.981317601,2913,0.729709419,2604,0.652304609,4431,4375,0.987361769,3196,0.730514286,2879,0.658057143,7134,7109,0.996495655,5204,0.732029821,4651,0.654241103,915,896,0.979234973,680,0.758928571,630,0.703125,130,108,0.830769231,56,0.518518519,51,0.472222222,212,142,0.669811321,85,0.598591549,74,0.521126761
2008-OK,2008,OK,OKLAHOMA,0.756819953,0.072096648,0.009353079,0.03624318,2667,2566,0.962129734,1798,0.700701481,1507,0.587295401,1280,1227,0.95859375,867,0.706601467,722,0.588427058,1386,1339,0.966089466,931,0.695294996,785,0.586258402,1951,1942,0.995386981,1398,0.719876416,1182,0.608650875,194,185,0.953608247,142,0.767567568,119,0.643243243,30,24,0.8,10,0.416666667,7,0.291666667,170,93,0.547058824,47,0.505376344,33,0.35483871
2008-OR,2008,OR,OREGON,0.874209155,0.020096762,0.020096762,0.037216226,2904,2687,0.925275482,1961,0.729810197,1818,0.676590994,1416,1302,0.919491525,913,0.701228879,835,0.641321045,1488,1385,0.93077957,1047,0.755956679,983,0.709747292,2383,2349,0.98573227,1759,0.748829289,1640,0.698169434,57,54,0.947368421,37,0.685185185,34,0.62962963,71,54,0.76056338,37,0.685185185,33,0.611111111,261,100,0.383141762,43,0.43,39,0.39
2008-PA,2008,PA,PENNSYLVANIA,0.858244623,0.090918966,0.01129698,0.034651314,9449,9206,0.974282993,6451,0.700738649,5747,0.624266783,4493,4384,0.97574004,3014,0.6875,2664,0.607664234,4956,4821,0.972760291,3436,0.712715204,3083,0.639493881,7997,7901,0.987995498,5619,0.711175801,4981,0.630426528,882,837,0.948979592,557,0.665471924,535,0.639187575,156,104,0.666666667,41,0.394230769,31,0.298076923,361,319,0.88365651,189,0.592476489,161,0.504702194
2008-RI,2008,RI,RHODE ISLAND,0.871010638,0.053191489,0.021276596,0.055851064,804,752,0.935323383,568,0.755319149,507,0.674202128,380,354,0.931578947,258,0.728813559,228,0.644067797,424,398,0.938679245,310,0.778894472,279,0.701005025,669,655,0.979073244,507,0.774045802,451,0.688549618,48,40,0.833333333,29,0.725,27,0.675,19,16,0.842105263,9,0.5625,9,0.5625,71,42,0.591549296,22,0.523809524,20,0.476190476
2008-SC,2008,SC,SOUTH CAROLINA,0.712679575,0.264522174,0.004372267,0.011555278,3313,3202,0.966495623,2385,0.744846971,2100,0.6558401,1564,1498,0.957800512,1052,0.702269693,926,0.618157543,1749,1704,0.974271012,1333,0.782276995,1175,0.689553991,2307,2282,0.989163416,1692,0.741454864,1448,0.634531113,854,847,0.991803279,650,0.767414404,615,0.72609209,16,14,0.875,9,0.642857143,9,0.642857143,111,37,0.333333333,21,0.567567568,18,0.486486486
2008-SD,2008,SD,SOUTH DAKOTA,0.916521739,0.003478261,0.005217391,0.013913043,590,575,0.974576271,442,0.768695652,390,0.67826087,291,282,0.969072165,207,0.734042553,178,0.631205674,299,293,0.97993311,235,0.802047782,212,0.723549488,533,527,0.988742964,419,0.795066414,370,0.702087287,6,2,0.333333333,2,1,2,1,6,3,0.5,1,0.333333333,1,0.333333333,11,8,0.727272727,3,0.375,3,0.375
2008-TN,2008,TN,TENNESSEE,0.806800618,0.150585118,0.017222345,0.016118348,4692,4529,0.965260017,2921,0.644954736,2516,0.555531022,2220,2141,0.964414414,1295,0.604857543,1119,0.522652966,2472,2388,0.966019417,1626,0.680904523,1397,0.585008375,3685,3654,0.991587517,2402,0.657361795,2038,0.557744937,697,682,0.978479197,426,0.624633431,405,0.593841642,95,78,0.821052632,25,0.320512821,18,0.230769231,178,73,0.41011236,37,0.506849315,34,0.465753425
2008-TX,2008,TX,TEXAS,0.546077128,0.122340426,0.023404255,0.298736702,17295,15040,0.869615496,10123,0.673071809,8435,0.560837766,8434,7212,0.855110268,4693,0.650721021,3862,0.535496395,8861,7827,0.883308882,5430,0.693752396,4573,0.584259614,8388,8213,0.979136862,6048,0.736393522,5311,0.646657738,1933,1840,0.951888257,1356,0.736956522,1194,0.648913043,605,352,0.581818182,160,0.454545455,118,0.335227273,6241,4493,0.71991668,2441,0.543289562,1697,0.377698642
2008-UT,2008,UT,UTAH,0.903280543,0.01300905,0.01300905,0.052036199,1859,1768,0.951048951,1056,0.597285068,939,0.531108597,938,890,0.948827292,495,0.556179775,431,0.484269663,921,877,0.952225841,561,0.63968073,509,0.580387685,1624,1597,0.983374384,993,0.621790858,888,0.55604258,26,23,0.884615385,12,0.52173913,12,0.52173913,27,23,0.851851852,16,0.695652174,11,0.47826087,138,92,0.666666667,24,0.260869565,21,0.22826087
2008-VT,2008,VT,VERMONT,0.966386555,0.008403361,0.004201681,0.006302521,487,476,0.977412731,345,0.724789916,308,0.647058824,238,234,0.983193277,164,0.700854701,146,0.623931624,249,242,0.97188755,181,0.747933884,162,0.669421488,467,460,0.985010707,333,0.723913043,298,0.647826087,4,4,1,3,0.75,3,0.75,4,2,0.5,0,0,0,0,5,3,0.6,2,0.666666667,2,0.666666667
2008-VA,2008,VA,VIRGINIA,0.735891648,0.189051919,0.041572611,0.0248307,5720,5316,0.929370629,3950,0.74303988,3650,0.686606471,2725,2495,0.91559633,1789,0.717034068,1641,0.657715431,2995,2821,0.941903172,2162,0.766394895,2010,0.712513293,3983,3912,0.982174241,2945,0.752811861,2716,0.694274029,1031,1005,0.974781765,727,0.723383085,686,0.682587065,330,221,0.66969697,157,0.71040724,136,0.615384615,330,132,0.4,74,0.560606061,74,0.560606061
2008-WA,2008,WA,WASHINGTON,0.810652174,0.02673913,0.056956522,0.060869565,4912,4600,0.936482085,3299,0.717173913,3073,0.668043478,2418,2265,0.936724566,1553,0.685651214,1439,0.635320088,2495,2334,0.935470942,1745,0.74764353,1634,0.70008569,3801,3729,0.981057616,2788,0.747653526,2631,0.705551086,157,123,0.78343949,57,0.463414634,57,0.463414634,344,262,0.761627907,167,0.63740458,132,0.503816794,404,280,0.693069307,160,0.571428571,148,0.528571429
2008-WV,2008,WV,WEST VIRGINIA,0.961067051,0.02739726,0.002162942,0.004325883,1395,1387,0.994265233,917,0.661139149,741,0.534246575,673,669,0.994056464,438,0.65470852,350,0.523168909,722,717,0.993074792,479,0.668061367,392,0.546722455,1336,1333,0.997754491,885,0.663915979,715,0.536384096,39,38,0.974358974,21,0.552631579,19,0.5,6,3,0.5,0,0,0,0,9,6,0.666666667,5,0.833333333,5,0.833333333
2008-WI,2008,WI,WISCONSIN,0.893165556,0.049099433,0.00912904,0.037009623,4212,4053,0.962250712,3095,0.763631878,2887,0.712311868,2084,1993,0.956333973,1501,0.753135976,1403,0.703963874,2128,2060,0.968045113,1594,0.773786408,1484,0.72038835,3639,3620,0.994778785,2806,0.775138122,2617,0.722928177,199,199,1,145,0.728643216,145,0.728643216,76,37,0.486842105,31,0.837837838,31,0.837837838,247,150,0.607287449,77,0.513333333,66,0.44
2008-WY,2008,WY,WYOMING,0.922879177,0.010282776,0.002570694,0.038560411,397,389,0.979848866,270,0.694087404,250,0.642673522,199,195,0.979899497,127,0.651282051,118,0.605128205,198,194,0.97979798,142,0.731958763,132,0.680412371,361,359,0.994459834,252,0.701949861,235,0.6545961,5,4,0.8,1,0.25,1,0.25,4,1,0.25,0,0,0,0,18,15,0.833333333,8,0.533333333,7,0.466666667
2012-USA,2012,USA,UNITED STATES,0.710718288,0.125138901,0.03837624,0.108466113,235248,215081,0.914273448,153157,0.712089864,132948,0.618129914,113243,103022,0.909742766,71414,0.693191745,61551,0.597454913,122005,112059,0.918478751,81743,0.729463943,71397,0.637137579,155615,152862,0.982308903,112706,0.737305544,98041,0.64136934,28709,26915,0.937510885,19680,0.731190786,17813,0.661824262,12493,8254,0.660689986,4649,0.563242064,3904,0.472982796,35204,23329,0.662680377,13697,0.587123323,11188,0.479574778
2012-AL,2012,AL,ALABAMA,0.709111814,0.25524576,0.007185973,0.010060362,3594,3479,0.968002226,2556,0.734693878,2154,0.619143432,1703,1649,0.968291251,1201,0.728320194,1009,0.611885992,1891,1831,0.968270756,1354,0.739486619,1145,0.625341344,2473,2467,0.997573797,1866,0.756384272,1530,0.620186461,891,888,0.996632997,610,0.686936937,560,0.630630631,59,25,0.423728814,17,0.68,17,0.68,107,35,0.327102804,12,0.342857143,0,0
2012-AK,2012,AK,ALASKA,0.711111111,0.04040404,0.042424242,0.036363636,516,495,0.959302326,361,0.729292929,289,0.583838384,261,254,0.973180077,181,0.712598425,140,0.551181102,255,241,0.945098039,180,0.746887967,149,0.618257261,355,352,0.991549296,273,0.775568182,225,0.639204545,21,20,0.952380952,10,0.5,6,0.3,30,21,0.7,13,0.619047619,10,0.476190476,23,18,0.782608696,10,0.555555556,7,0.388888889
2012-AZ,2012,AZ,ARIZONA,0.645340751,0.04798331,0.037088549,0.229253593,4863,4314,0.887106724,2812,0.651831247,2412,0.559109875,2361,2110,0.893689115,1398,0.662559242,1193,0.565402844,2501,2204,0.881247501,1414,0.641560799,1219,0.553085299,2854,2784,0.97547302,1963,0.705100575,1737,0.623922414,211,207,0.981042654,122,0.589371981,95,0.458937198,227,160,0.704845815,51,0.31875,43,0.26875,1396,989,0.708452722,516,0.52173913,400,0.404448938
2012-AR,2012,AR,ARKANSAS,0.794689426,0.148411569,0.009957326,0.034613561,2198,2109,0.959508644,1376,0.652441916,1124,0.532954007,1044,1006,0.963601533,637,0.633200795,531,0.527833002,1154,1103,0.955805893,739,0.669990934,593,0.53762466,1681,1676,0.99702558,1138,0.678997613,933,0.556682578,313,313,1,192,0.61341853,155,0.495207668,33,21,0.636363636,9,0.428571429,9,0.428571429,143,73,0.51048951,16,0.219178082,14,0.191780822
